0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	761.4	1786.5	2714.5	3562.8
0.0	782.1	1780.8	2646.0	3401.3
0.0	1005.0	1849.9	2647.2	3429.0
0.0	1000.0	1793.0	2685.9	3387.0
0.0	756.5	1707.5	2689.9	3381.9
0.0	712.7	1880.9	2675.8	3400.2
0.0	719.0	1754.3	2596.7	3370.6
0.0	722.4	1719.3	2676.9	3407.1
0.0	733.6	1733.9	2636.2	3439.0
0.0	674.9	1742.3	2663.8	3347.9
0.0	667.3	1772.9	2698.0	3461.2
0.0	659.6	1699.6	2644.3	3491.1
0.0	515.1	1657.3	2629.4	3552.5
0.0	660.9	1701.1	2692.7	3525.6
0.0	487.4	1744.2	2666.2	3433.1
0.0	462.6	1774.7	2637.4	3487.1
0.0	462.9	1737.5	2664.9	3519.2
0.0	464.2	1747.7	2646.0	3499.4
109.1	466.9	1714.5	2632.1	3430.6
109.1	478.1	1682.6	2621.9	3403.9
90.2	475.4	1659.8	2578.7	3382.3
100.0	453.9	1566.8	2511.2	3338.0
91.6	398.1	1367.4	2454.7	3378.6
76.9	278.4	1271.7	2447.4	3329.9
71.1	285.7	1255.1	2446.3	3302.3
0.0	303.8	1282.5	2415.4	3340.4
315.8	325.4	1248.5	2431.9	3301.2
0.0	313.2	1158.0	2454.4	3227.5
0.0	391.7	1135.1	2427.5	3279.4
63.5	312.0	1120.2	2435.2	3350.8
87.0	329.2	1098.3	2409.5	3289.8
100.0	341.2	1081.1	2433.3	3456.3
107.1	345.6	1062.1	2480.8	3580.4
106.2	485.4	1056.1	2455.2	3553.5
109.1	574.6	1148.2	2480.3	3457.5
108.1	577.2	1179.1	2501.2	3528.0
110.1	576.5	1168.3	2456.3	3550.2
108.1	580.9	1156.0	2442.1	3553.5
108.1	579.3	1124.5	2454.6	3549.2
108.1	576.6	1110.5	2471.3	3540.7
109.1	570.4	1093.0	2472.4	3548.7
110.1	565.4	1101.3	2485.9	3491.4
111.1	556.2	1123.1	2491.1	3448.0
112.1	562.6	1164.1	2484.8	3420.7
113.2	553.7	1200.3	2453.1	3253.4
114.8	528.5	1225.2	2378.5	3003.5
116.5	495.6	1241.2	2230.9	2706.0
117.6	446.8	1249.1	2004.0	2619.0
115.4	474.6	1239.2	1800.5	2653.2
108.1	494.6	1244.9	2001.1	2673.3
119.8	458.9	1265.3	2134.1	2734.8
118.9	465.6	1262.2	2200.6	2807.1
118.9	470.8	1228.5	2244.9	2911.0
118.7	452.4	1199.9	2246.9	2991.2
115.8	459.1	1189.9	2268.1	3050.8
114.3	444.6	1190.2	2277.9	3258.8
111.8	415.0	1188.5	2302.8	3262.8
109.1	470.1	1230.0	2333.5	3363.5
106.2	454.6	1212.3	2340.2	3363.0
101.8	506.3	1228.4	2377.1	3380.5
99.2	536.0	1248.5	2415.8	3445.6
96.8	472.0	1298.7	2456.0	3386.3
108.1	478.6	1340.9	2311.0	3361.9
117.6	475.7	1380.1	2267.2	3363.1
116.4	515.8	1420.2	2286.4	3377.3
116.5	554.2	1499.2	2300.1	3355.2
115.9	566.6	1585.5	2439.5	3397.4
115.3	568.6	1641.9	2619.9	3444.6
