0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	1057.0	1997.8	3015.1	4295.6
0.0	1000.6	2006.5	3048.0	4114.9
0.0	835.6	1969.7	3004.0	4088.9
0.0	933.2	1935.7	3018.7	4098.5
0.0	896.9	1876.2	2952.3	4150.1
151.4	873.2	1882.7	2903.7	4216.8
231.1	718.4	2014.9	3182.2	4195.2
0.0	666.3	2232.8	3290.0	4289.0
0.0	1063.1	2359.5	3325.4	4429.8
0.0	1046.4	2238.1	3270.4	4389.4
0.0	935.5	2203.3	3242.8	4212.3
87.9	1016.5	2234.6	3336.8	4086.2
71.7	1047.1	2229.0	3357.3	4264.4
0.0	361.6	1981.3	3241.8	4260.0
0.0	652.1	1917.4	3165.4	4171.2
0.0	646.7	1780.6	3003.0	4144.3
428.6	701.7	1749.9	3065.2	4145.0
265.4	543.9	1638.7	3019.6	4097.4
270.8	505.9	1423.4	2988.2	4028.1
243.6	475.5	1329.0	2985.6	3979.8
233.5	459.0	1186.5	2986.6	3944.9
231.9	457.9	1084.8	3063.6	3997.1
230.3	460.9	914.7	3169.9	4046.7
229.6	457.1	889.9	3223.7	3971.4
230.8	457.1	840.1	3251.9	3951.8
231.0	461.8	790.5	3239.0	3980.3
229.5	490.1	915.1	3223.4	4041.6
227.9	500.5	880.6	3147.5	3992.7
223.6	479.0	875.6	3235.8	3938.1
224.2	474.6	926.0	3190.0	3890.2
225.2	503.8	1058.1	3109.8	3933.5
229.7	622.1	1217.5	3050.3	3949.7
232.8	709.2	1412.9	3009.6	3971.3
231.2	742.6	1601.3	2920.1	3981.7
231.2	795.0	1741.7	2850.0	3970.2
232.6	838.0	1809.1	2827.9	3990.2
233.6	875.8	1856.9	2794.9	4030.2
235.6	906.9	1858.5	2791.8	4195.6
238.2	920.7	1867.8	2691.7	4080.4
240.5	946.3	1868.3	2671.3	4082.3
243.3	946.0	1871.1	2695.2	4113.0
244.5	962.7	1893.3	2724.5	4130.8
246.0	956.8	1846.8	2669.3	4146.8
245.8	948.4	1878.5	2667.4	4177.5
248.6	921.8	1896.8	2650.3	4179.7
250.3	879.7	1921.2	2612.8	4175.5
255.3	817.4	1969.9	2654.6	4286.3
257.8	778.3	2026.7	2604.0	4394.4
265.9	723.3	2093.3	2638.7	4489.3
270.3	590.2	2146.7	2775.1	4492.9
271.8	526.2	2246.3	2836.9	4454.7
282.4	509.7	2399.7	3064.6	4411.9
86.4	634.7	2331.6	3001.1	4242.0
63.5	570.2	2371.5	2925.7	4270.0
261.9	542.4	2357.4	2849.5	4337.0
277.9	590.5	2340.8	2921.8	4249.3
293.7	585.0	2228.7	2911.6	4141.6
291.3	580.4	2045.8	2965.8	4198.2
288.2	574.3	1938.8	2998.1	4505.9
288.4	556.6	1815.5	2873.6	4647.5
284.5	556.0	1730.4	2683.1	4370.1
284.6	543.9	1720.0	2683.8	4293.6
287.0	525.0	1760.6	2907.4	4296.0
286.9	391.0	1729.6	2975.9	4274.0
289.8	353.9	1934.4	2779.4	4212.5
292.6	307.5	2169.3	3243.0	4257.2
287.6	510.0	2239.6	3409.4	4458.4
275.0	569.3	2245.6	3479.5	4794.7
