0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0
0.0	732.1	1453.3	2658.9	3795.5
0.0	652.3	1328.6	2397.1	3351.0
0.0	513.7	1276.7	2320.5	3272.0
0.0	556.6	1298.6	2396.2	3360.5
342.9	710.6	1457.9	2412.4	3375.2
372.8	712.3	1402.7	2370.4	3345.4
146.8	712.6	1426.2	2339.4	3350.9
69.0	668.6	1488.2	2394.0	3413.1
125.0	687.2	1472.8	2390.8	3420.6
0.0	696.5	1344.9	2387.4	3366.4
0.0	699.2	1279.9	2500.9	3329.6
0.0	554.3	1246.5	2400.4	3220.1
0.0	643.2	1388.4	2488.5	3386.1
0.0	610.2	1675.7	2636.7	3467.6
68.6	770.5	1751.3	2625.1	3556.8
67.4	689.1	1712.5	2584.4	3460.3
0.0	632.4	1568.2	2474.9	3396.9
0.0	421.7	1309.1	2347.2	3316.3
0.0	456.7	1224.8	2334.3	3194.3
0.0	591.5	1415.8	2498.7	3344.8
226.4	732.3	1455.3	2450.0	3420.7
0.0	682.4	1278.3	2491.2	3408.2
0.0	659.5	1459.9	2430.2	3330.0
226.4	629.4	1576.2	2568.3	3362.3
0.0	695.5	1478.2	2553.8	3352.7
0.0	605.2	1455.7	2474.8	3414.9
0.0	373.8	1507.6	2442.3	3496.1
0.0	375.4	1554.1	2430.5	3511.4
114.3	392.2	1570.2	2403.1	3465.8
108.7	380.1	1609.7	2398.9	3357.0
104.3	385.4	1652.3	2453.8	3177.4
97.6	608.7	2030.4	2662.5	3228.9
87.6	660.7	1880.8	2717.1	3353.5
0.0	919.8	2048.8	2875.5	3475.4
0.0	1061.4	2148.0	2842.4	3527.3
0.0	862.0	2050.5	2742.3	3430.3
244.9	780.0	1914.6	2805.4	3431.7
0.0	767.2	1964.9	2900.9	3530.5
0.0	863.7	2084.5	2844.0	3524.9
0.0	727.7	2086.4	2878.3	3473.8
0.0	1015.1	2095.3	2865.7	3521.6
0.0	815.4	1926.9	2812.3	3451.2
0.0	718.6	2084.1	2901.2	3475.8
160.0	807.1	2083.1	2928.2	3511.1
0.0	747.5	1710.6	2499.4	3309.2
0.0	374.3	1646.3	2394.6	3338.1
0.0	409.0	1633.1	2396.0	3390.7
132.5	447.3	1622.8	2380.1	3408.5
130.5	495.6	1616.9	2360.5	3403.8
124.5	521.4	1604.4	2343.0	3485.3
122.9	533.4	1575.4	2333.2	3510.6
122.3	556.8	1565.3	2323.4	3452.1
121.3	587.8	1543.5	2305.1	3432.6
121.1	597.7	1527.4	2304.1	3422.8
121.0	603.4	1480.1	2323.4	3380.9
119.9	603.0	1430.2	2331.1	3345.9
119.0	599.0	1396.0	2355.6	3320.2
118.4	593.9	1379.3	2375.4	3322.8
117.1	566.9	1357.2	2411.7	3322.4
115.6	503.2	1292.2	2396.6	3211.9
113.7	467.7	1222.2	2364.8	3169.8
111.1	286.6	1211.8	2364.4	3279.1
96.6	791.0	914.2	2392.1	3250.2
105.0	667.7	1273.4	2503.8	3404.3
0.0	461.5	1273.0	2452.5	3514.2
0.0	476.8	1283.1	2404.4	3441.8
111.0	489.3	1279.4	2376.4	3438.7
108.7	499.0	1265.9	2336.2	3382.5
